geo,age,sex,citizen,acceptance_rate
Belgium,From 14 to 17 years,Females,Total,0.5985915492957746
Belgium,From 14 to 17 years,Females,Türkiye,0.8461538461538461
Belgium,From 14 to 17 years,Females,Unknown,0.6666666666666666
Belgium,From 14 to 17 years,Females,Venezuela,0.4285714285714285
Belgium,From 14 to 17 years,Females,Yemen,1.0
Belgium,From 14 to 17 years,Males,Afghanistan,0.413162705667276
Belgium,From 14 to 17 years,Males,Albania,0.0
Belgium,From 14 to 17 years,Males,Algeria,0.0
Belgium,From 14 to 17 years,Males,Angola,0.0
Belgium,From 14 to 17 years,Males,Armenia,0.0
Belgium,From 14 to 17 years,Males,Belarus,1.0
Belgium,From 14 to 17 years,Males,Brazil,0.0
Belgium,From 14 to 17 years,Males,Burundi,0.9545454545454546
Belgium,From 14 to 17 years,Males,Cameroon,0.6
Belgium,From 14 to 17 years,Males,Colombia,0.1
Belgium,From 14 to 17 years,Males,Côte d’Ivoire,0.0
Belgium,From 14 to 17 years,Males,Democratic Republic of the Congo,0.1818181818181818
Belgium,From 14 to 17 years,Males,Egypt,0.0
Belgium,From 14 to 17 years,Males,El Salvador,0.0909090909090909
Belgium,From 14 to 17 years,Males,Eritrea,0.95
Belgium,From 14 to 17 years,Males,Ethiopia,1.0
Belgium,From 14 to 17 years,Males,Georgia,0.0
Belgium,From 14 to 17 years,Males,Guatemala,0.0
Belgium,From 14 to 17 years,Males,Guinea,0.2941176470588235
Belgium,From 14 to 17 years,Males,Iran,0.5
Belgium,From 14 to 17 years,Males,Iraq,0.3529411764705882
Belgium,From 14 to 17 years,Males,Kosovo*,0.0
Belgium,From 14 to 17 years,Males,Lebanon,0.0
Belgium,From 14 to 17 years,Males,Mauritania,0.0
Belgium,From 14 to 17 years,Males,Moldova,0.0
Belgium,From 14 to 17 years,Males,Morocco,0.0
Belgium,From 14 to 17 years,Males,North Macedonia,0.0
Belgium,From 14 to 17 years,Males,Pakistan,0.0
Belgium,From 14 to 17 years,Males,Palestine*,0.819672131147541
Belgium,From 14 to 17 years,Males,Peru,0.0
Belgium,From 14 to 17 years,Males,Russia,0.6666666666666666
Belgium,From 14 to 17 years,Males,Rwanda,0.4
Belgium,From 14 to 17 years,Males,Senegal,0.0
Belgium,From 14 to 17 years,Males,Serbia,0.0
Belgium,From 14 to 17 years,Males,Somalia,0.7307692307692307
Belgium,From 14 to 17 years,Males,Sudan,1.0
Belgium,From 14 to 17 years,Males,Syria,0.9166666666666666
Belgium,From 14 to 17 years,Males,Total,0.5449871465295629
Belgium,From 14 to 17 years,Males,Türkiye,0.6666666666666666
Belgium,From 14 to 17 years,Males,Unknown,0.7142857142857143
Belgium,From 14 to 17 years,Males,Venezuela,0.4
Belgium,From 14 to 17 years,Males,Yemen,1.0
Belgium,From 18 to 34 years,Females,Afghanistan,0.8841463414634146
Belgium,From 18 to 34 years,Females,Albania,0.0
Belgium,From 18 to 34 years,Females,Algeria,0.2727272727272727
Belgium,From 18 to 34 years,Females,Angola,0.0
Belgium,From 18 to 34 years,Females,Argentina,0.0
Belgium,From 18 to 34 years,Females,Armenia,0.0526315789473684
Belgium,From 18 to 34 years,Females,Belarus,0.6666666666666666
Belgium,From 18 to 34 years,Females,Benin,0.0
Belgium,From 18 to 34 years,Females,Bosnia and Herzegovina,0.0
Belgium,From 18 to 34 years,Females,Brazil,0.0
Belgium,From 18 to 34 years,Females,Burkina Faso,0.25
Belgium,From 18 to 34 years,Females,Burundi,0.8309859154929577
Belgium,From 18 to 34 years,Females,Cameroon,0.390625
Belgium,From 18 to 34 years,Females,Central African Republic,0.6666666666666666
Belgium,From 18 to 34 years,Females,China,0.6153846153846154
Belgium,From 18 to 34 years,Females,Colombia,0.064516129032258
Belgium,From 18 to 34 years,Females,Congo,0.0
Belgium,From 18 to 34 years,Females,Cuba,0.0
Belgium,From 18 to 34 years,Females,Côte d’Ivoire,0.3333333333333333
Belgium,From 18 to 34 years,Females,Democratic Republic of the Congo,0.1261261261261261
Belgium,From 18 to 34 years,Females,Djibouti,0.2857142857142857
Belgium,From 18 to 34 years,Females,Egypt,0.5
Belgium,From 18 to 34 years,Females,El Salvador,0.108433734939759
Belgium,From 18 to 34 years,Females,Eritrea,0.9026548672566372
Belgium,From 18 to 34 years,Females,Ethiopia,0.4666666666666667
Belgium,From 18 to 34 years,Females,Gabon,0.0
Belgium,From 18 to 34 years,Females,"Gambia, The",0.0
Belgium,From 18 to 34 years,Females,Georgia,0.2
Belgium,From 18 to 34 years,Females,Ghana,0.0
Belgium,From 18 to 34 years,Females,Guatemala,0.0
Belgium,From 18 to 34 years,Females,Guinea,0.24
Belgium,From 18 to 34 years,Females,Haiti,0.0
Belgium,From 18 to 34 years,Females,Honduras,0.0
Belgium,From 18 to 34 years,Females,India,0.0
Belgium,From 18 to 34 years,Females,Iran,0.4782608695652174
Belgium,From 18 to 34 years,Females,Iraq,0.2909090909090909
Belgium,From 18 to 34 years,Females,Jordan,0.0
Belgium,From 18 to 34 years,Females,Kazakhstan,0.0
Belgium,From 18 to 34 years,Females,Kenya,0.0
Belgium,From 18 to 34 years,Females,Kosovo*,0.0
Belgium,From 18 to 34 years,Females,Lebanon,0.3
Belgium,From 18 to 34 years,Females,Liberia,0.0
Belgium,From 18 to 34 years,Females,Libya,0.0
Belgium,From 18 to 34 years,Females,Mali,0.0
Belgium,From 18 to 34 years,Females,Mauritania,0.1
Belgium,From 18 to 34 years,Females,Moldova,0.0
Belgium,From 18 to 34 years,Females,Montenegro,0.0
Belgium,From 18 to 34 years,Females,Morocco,0.2
Belgium,From 18 to 34 years,Females,Nicaragua,0.0
Belgium,From 18 to 34 years,Females,Niger,0.1666666666666666
Belgium,From 18 to 34 years,Females,Nigeria,0.0
Belgium,From 18 to 34 years,Females,North Macedonia,0.0
Belgium,From 18 to 34 years,Females,Pakistan,0.4
Belgium,From 18 to 34 years,Females,Palestine*,0.7922705314009661
Belgium,From 18 to 34 years,Females,Paraguay,0.0
Belgium,From 18 to 34 years,Females,Peru,0.0
Belgium,From 18 to 34 years,Females,Philippines,0.0
Belgium,From 18 to 34 years,Females,Russia,0.4285714285714285
Belgium,From 18 to 34 years,Females,Rwanda,0.2564102564102564
Belgium,From 18 to 34 years,Females,Senegal,0.4166666666666667
Belgium,From 18 to 34 years,Females,Serbia,0.0666666666666666
Belgium,From 18 to 34 years,Females,Sierra Leone,0.0
Belgium,From 18 to 34 years,Females,Somalia,0.3888888888888889
Belgium,From 18 to 34 years,Females,Sri Lanka,0.0
Belgium,From 18 to 34 years,Females,Sudan,0.5
Belgium,From 18 to 34 years,Females,Suriname,0.0
Belgium,From 18 to 34 years,Females,Syria,0.7804878048780488
Belgium,From 18 to 34 years,Females,Tanzania,0.0
Belgium,From 18 to 34 years,Females,Togo,0.0
Belgium,From 18 to 34 years,Females,Total,0.486341059602649
Belgium,From 18 to 34 years,Females,Tunisia,0.25
Belgium,From 18 to 34 years,Females,Türkiye,0.6216216216216216
Belgium,From 18 to 34 years,Females,Uganda,0.0
Belgium,From 18 to 34 years,Females,Ukraine,0.3333333333333333
Belgium,From 18 to 34 years,Females,Unknown,0.5714285714285714
Belgium,From 18 to 34 years,Females,Venezuela,0.1842105263157894
Belgium,From 18 to 34 years,Females,Viet Nam,0.0
Belgium,From 18 to 34 years,Females,Yemen,1.0
Belgium,From 18 to 34 years,Males,Afghanistan,0.2811918063314711
Belgium,From 18 to 34 years,Males,Albania,0.0
Belgium,From 18 to 34 years,Males,Algeria,0.081081081081081
Belgium,From 18 to 34 years,Males,Angola,0.0
Belgium,From 18 to 34 years,Males,Argentina,0.0
Belgium,From 18 to 34 years,Males,Armenia,0.0416666666666666
Belgium,From 18 to 34 years,Males,Azerbaijan,0.3333333333333333
Belgium,From 18 to 34 years,Males,Bangladesh,0.0
Belgium,From 18 to 34 years,Males,Belarus,0.6
Belgium,From 18 to 34 years,Males,Benin,0.0
Belgium,From 18 to 34 years,Males,Bosnia and Herzegovina,0.0
Belgium,From 18 to 34 years,Males,Brazil,0.1111111111111111
Belgium,From 18 to 34 years,Males,Burkina Faso,0.1875
Belgium,From 18 to 34 years,Males,Burundi,0.8288770053475936
Belgium,From 18 to 34 years,Males,Cameroon,0.2469879518072289
Belgium,From 18 to 34 years,Males,Central African Republic,0.5
Belgium,From 18 to 34 years,Males,Chad,0.0833333333333333
Belgium,From 18 to 34 years,Males,China,0.6153846153846154
Belgium,From 18 to 34 years,Males,Colombia,0.1126760563380281
Belgium,From 18 to 34 years,Males,Congo,0.0
Belgium,From 18 to 34 years,Males,Cuba,0.0
Belgium,From 18 to 34 years,Males,Côte d’Ivoire,0.1458333333333333
Belgium,From 18 to 34 years,Males,Democratic Republic of the Congo,0.110091743119266
Belgium,From 18 to 34 years,Males,Djibouti,0.25
Belgium,From 18 to 34 years,Males,Egypt,0.2
Belgium,From 18 to 34 years,Males,El Salvador,0.125
Belgium,From 18 to 34 years,Males,Eritrea,0.8918918918918919
Belgium,From 18 to 34 years,Males,Ethiopia,0.6458333333333334
Belgium,From 18 to 34 years,Males,Gabon,0.6666666666666666
Belgium,From 18 to 34 years,Males,"Gambia, The",0.0256410256410256
Belgium,From 18 to 34 years,Males,Georgia,0.2058823529411764
Belgium,From 18 to 34 years,Males,Ghana,0.0666666666666666
Belgium,From 18 to 34 years,Males,Guatemala,0.0
Belgium,From 18 to 34 years,Males,Guinea,0.104089219330855
Belgium,From 18 to 34 years,Males,Guinea-Bissau,0.0
Belgium,From 18 to 34 years,Males,Haiti,0.5
Belgium,From 18 to 34 years,Males,Honduras,0.0
Belgium,From 18 to 34 years,Males,India,0.0
Belgium,From 18 to 34 years,Males,Iran,0.5391304347826087
Belgium,From 18 to 34 years,Males,Iraq,0.1111111111111111
Belgium,From 18 to 34 years,Males,Jamaica,1.0
Belgium,From 18 to 34 years,Males,Jordan,0.125
Belgium,From 18 to 34 years,Males,Kazakhstan,0.0
Belgium,From 18 to 34 years,Males,Kenya,0.0
Belgium,From 18 to 34 years,Males,Kosovo*,0.0
Belgium,From 18 to 34 years,Males,Lebanon,0.0555555555555555
Belgium,From 18 to 34 years,Males,Liberia,0.0
Belgium,From 18 to 34 years,Males,Libya,0.3214285714285714
Belgium,From 18 to 34 years,Males,Mali,0.1428571428571428
Belgium,From 18 to 34 years,Males,Mauritania,0.0
Belgium,From 18 to 34 years,Males,Moldova,0.0
Belgium,From 18 to 34 years,Males,Montenegro,0.0
Belgium,From 18 to 34 years,Males,Morocco,0.1132075471698113
Belgium,From 18 to 34 years,Males,Myanmar/Burma,1.0
Belgium,From 18 to 34 years,Males,Nicaragua,0.5
Belgium,From 18 to 34 years,Males,Niger,0.1739130434782608
Belgium,From 18 to 34 years,Males,Nigeria,0.0161290322580645
Belgium,From 18 to 34 years,Males,North Macedonia,0.1111111111111111
Belgium,From 18 to 34 years,Males,Pakistan,0.1914893617021276
Belgium,From 18 to 34 years,Males,Palestine*,0.6888217522658611
Belgium,From 18 to 34 years,Males,Paraguay,0.0
Belgium,From 18 to 34 years,Males,Peru,0.0
Belgium,From 18 to 34 years,Males,Russia,0.4871794871794871
Belgium,From 18 to 34 years,Males,Rwanda,0.2758620689655172
Belgium,From 18 to 34 years,Males,Senegal,0.2033898305084746
Belgium,From 18 to 34 years,Males,Serbia,0.0
Belgium,From 18 to 34 years,Males,Sierra Leone,0.0
Belgium,From 18 to 34 years,Males,Somalia,0.2808988764044944
Belgium,From 18 to 34 years,Males,South Sudan,0.875
Belgium,From 18 to 34 years,Males,Sri Lanka,0.074074074074074
Belgium,From 18 to 34 years,Males,Stateless,1.0
Belgium,From 18 to 34 years,Males,Sudan,0.4909090909090909
Belgium,From 18 to 34 years,Males,Suriname,0.0
Belgium,From 18 to 34 years,Males,Syria,0.8244604316546763
Belgium,From 18 to 34 years,Males,Tajikistan,0.0
Belgium,From 18 to 34 years,Males,Tanzania,0.25
Belgium,From 18 to 34 years,Males,Togo,0.1176470588235294
Belgium,From 18 to 34 years,Males,Total,0.4180992141453831
Belgium,From 18 to 34 years,Males,Tunisia,0.0555555555555555
Belgium,From 18 to 34 years,Males,Türkiye,0.3937007874015748
Belgium,From 18 to 34 years,Males,Uganda,0.25
Belgium,From 18 to 34 years,Males,Ukraine,0.25
Belgium,From 18 to 34 years,Males,Unknown,0.4285714285714285
Belgium,From 18 to 34 years,Males,Venezuela,0.3043478260869565
Belgium,From 18 to 34 years,Males,Viet Nam,0.0
Belgium,From 18 to 34 years,Males,Yemen,0.9111111111111112
Belgium,From 35 to 64 years,Females,Afghanistan,0.8607594936708861
Belgium,From 35 to 64 years,Females,Albania,0.0
Belgium,From 35 to 64 years,Females,Algeria,0.25
Belgium,From 35 to 64 years,Females,Angola,0.0
Belgium,From 35 to 64 years,Females,Armenia,0.074074074074074
Belgium,From 35 to 64 years,Females,Azerbaijan,0.3333333333333333
Belgium,From 35 to 64 years,Females,Belarus,0.5714285714285714
Belgium,From 35 to 64 years,Females,Benin,0.0
Belgium,From 35 to 64 years,Females,Bosnia and Herzegovina,0.0
Belgium,From 35 to 64 years,Females,Brazil,0.0
Belgium,From 35 to 64 years,Females,Burkina Faso,0.2222222222222222
Belgium,From 35 to 64 years,Females,Burundi,0.8828828828828829
Belgium,From 35 to 64 years,Females,Cameroon,0.3968253968253968
Belgium,From 35 to 64 years,Females,Central African Republic,1.0
Belgium,From 35 to 64 years,Females,Chad,0.0
Belgium,From 35 to 64 years,Females,Chile,0.0
Belgium,From 35 to 64 years,Females,China,0.5625
Belgium,From 35 to 64 years,Females,Colombia,0.1224489795918367
Belgium,From 35 to 64 years,Females,Congo,0.0
Belgium,From 35 to 64 years,Females,Cuba,0.0
Belgium,From 35 to 64 years,Females,Côte d’Ivoire,0.25
Belgium,From 35 to 64 years,Females,Democratic Republic of the Congo,0.108695652173913
Belgium,From 35 to 64 years,Females,Djibouti,0.2
Belgium,From 35 to 64 years,Females,Egypt,0.3333333333333333
Belgium,From 35 to 64 years,Females,El Salvador,0.0923076923076923
Belgium,From 35 to 64 years,Females,Eritrea,0.8780487804878049
Belgium,From 35 to 64 years,Females,Ethiopia,0.6666666666666666
Belgium,From 35 to 64 years,Females,Gabon,0.0
Belgium,From 35 to 64 years,Females,"Gambia, The",0.0
Belgium,From 35 to 64 years,Females,Georgia,0.0212765957446808
Belgium,From 35 to 64 years,Females,Ghana,0.0
Belgium,From 35 to 64 years,Females,Guatemala,0.0
Belgium,From 35 to 64 years,Females,Guinea,0.303030303030303
Belgium,From 35 to 64 years,Females,Haiti,1.0
Belgium,From 35 to 64 years,Females,Honduras,0.0
Belgium,From 35 to 64 years,Females,India,0.0
Belgium,From 35 to 64 years,Females,Iran,0.45
Belgium,From 35 to 64 years,Females,Iraq,0.2156862745098039
Belgium,From 35 to 64 years,Females,Jordan,0.5
Belgium,From 35 to 64 years,Females,Kazakhstan,0.0
Belgium,From 35 to 64 years,Females,Kenya,0.0
Belgium,From 35 to 64 years,Females,Kosovo*,0.0
Belgium,From 35 to 64 years,Females,Kyrgyzstan,0.5
Belgium,From 35 to 64 years,Females,Lebanon,0.1818181818181818
Belgium,From 35 to 64 years,Females,Liberia,0.0
Belgium,From 35 to 64 years,Females,Libya,0.25
Belgium,From 35 to 64 years,Females,Mauritania,0.1538461538461538
Belgium,From 35 to 64 years,Females,Moldova,0.0
Belgium,From 35 to 64 years,Females,Morocco,0.1875
Belgium,From 35 to 64 years,Females,Niger,0.3333333333333333
Belgium,From 35 to 64 years,Females,Nigeria,0.0
Belgium,From 35 to 64 years,Females,North Macedonia,0.0
Belgium,From 35 to 64 years,Females,Pakistan,0.3636363636363636
Belgium,From 35 to 64 years,Females,Palestine*,0.7981651376146789
Belgium,From 35 to 64 years,Females,Paraguay,0.0
Belgium,From 35 to 64 years,Females,Peru,0.0
Belgium,From 35 to 64 years,Females,Philippines,0.0
Belgium,From 35 to 64 years,Females,Russia,0.3703703703703703
Belgium,From 35 to 64 years,Females,Rwanda,0.2272727272727272
Belgium,From 35 to 64 years,Females,Senegal,0.3333333333333333
Belgium,From 35 to 64 years,Females,Serbia,0.0
Belgium,From 35 to 64 years,Females,Somalia,0.5
Belgium,From 35 to 64 years,Females,Sri Lanka,0.0
Belgium,From 35 to 64 years,Females,Stateless,1.0
Belgium,From 35 to 64 years,Females,Sudan,0.5
Belgium,From 35 to 64 years,Females,Suriname,0.0
Belgium,From 35 to 64 years,Females,Syria,0.7456647398843931
Belgium,From 35 to 64 years,Females,Tajikistan,0.0
Belgium,From 35 to 64 years,Females,Togo,0.0
Belgium,From 35 to 64 years,Females,Total,0.4301449275362319
Belgium,From 35 to 64 years,Females,Tunisia,0.0
Belgium,From 35 to 64 years,Females,Türkiye,0.7746478873239436
Belgium,From 35 to 64 years,Females,Uganda,0.0
Belgium,From 35 to 64 years,Females,Ukraine,0.6666666666666666
Belgium,From 35 to 64 years,Females,Unknown,0.5555555555555556
Belgium,From 35 to 64 years,Females,Venezuela,0.2121212121212121
Belgium,From 35 to 64 years,Females,Viet Nam,0.0
Belgium,From 35 to 64 years,Females,Yemen,1.0
Belgium,From 35 to 64 years,Males,Afghanistan,0.5675675675675675
Belgium,From 35 to 64 years,Males,Albania,0.0
Belgium,From 35 to 64 years,Males,Algeria,0.0769230769230769
Belgium,From 35 to 64 years,Males,Angola,0.0
Belgium,From 35 to 64 years,Males,Armenia,0.0294117647058823
Belgium,From 35 to 64 years,Males,Azerbaijan,0.0
Belgium,From 35 to 64 years,Males,Bangladesh,0.0
Belgium,From 35 to 64 years,Males,Belarus,0.25
Belgium,From 35 to 64 years,Males,Benin,0.0
Belgium,From 35 to 64 years,Males,Bosnia and Herzegovina,0.0
Belgium,From 35 to 64 years,Males,Brazil,0.0
Belgium,From 35 to 64 years,Males,Burkina Faso,0.1666666666666666
Belgium,From 35 to 64 years,Males,Burundi,0.8472222222222222
Belgium,From 35 to 64 years,Males,Cameroon,0.2342342342342342
Belgium,From 35 to 64 years,Males,Chad,0.0
Belgium,From 35 to 64 years,Males,China,0.5
Belgium,From 35 to 64 years,Males,Colombia,0.0909090909090909
Belgium,From 35 to 64 years,Males,Congo,0.0
Belgium,From 35 to 64 years,Males,Cuba,0.0
Belgium,From 35 to 64 years,Males,Côte d’Ivoire,0.0434782608695652
Belgium,From 35 to 64 years,Males,Democratic Republic of the Congo,0.1022727272727272
Belgium,From 35 to 64 years,Males,Djibouti,0.25
Belgium,From 35 to 64 years,Males,Ecuador,0.0
Belgium,From 35 to 64 years,Males,Egypt,0.1666666666666666
Belgium,From 35 to 64 years,Males,El Salvador,0.08
Belgium,From 35 to 64 years,Males,Eritrea,0.7983870967741935
Belgium,From 35 to 64 years,Males,Ethiopia,0.625
Belgium,From 35 to 64 years,Males,"Gambia, The",0.0
Belgium,From 35 to 64 years,Males,Georgia,0.0245901639344262
Belgium,From 35 to 64 years,Males,Ghana,0.0
Belgium,From 35 to 64 years,Males,Guatemala,0.0
Belgium,From 35 to 64 years,Males,Guinea,0.1276595744680851
Belgium,From 35 to 64 years,Males,Haiti,1.0
Belgium,From 35 to 64 years,Males,Honduras,0.0
Belgium,From 35 to 64 years,Males,India,0.0
Belgium,From 35 to 64 years,Males,Iran,0.4060150375939849
Belgium,From 35 to 64 years,Males,Iraq,0.0806451612903225
Belgium,From 35 to 64 years,Males,Jordan,0.1111111111111111
Belgium,From 35 to 64 years,Males,Kazakhstan,0.0
Belgium,From 35 to 64 years,Males,Kosovo*,0.0
Belgium,From 35 to 64 years,Males,Kyrgyzstan,0.0
Belgium,From 35 to 64 years,Males,Lebanon,0.0769230769230769
Belgium,From 35 to 64 years,Males,Liberia,0.0
Belgium,From 35 to 64 years,Males,Libya,0.2352941176470588
Belgium,From 35 to 64 years,Males,Mali,0.1666666666666666
Belgium,From 35 to 64 years,Males,Mauritania,0.0666666666666666
